SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf236,B051,top,0,601255.22,15336624.18,20.01,0.00,0.00,1.00,47.48,roofs,1131374.49,0.00,30.00,2.55,0.00,17.74,5,6,10,roofs_top,srf236
srf237,B051,top,0,601245.22,15336567.64,20.01,0.00,0.00,1.00,74.45,roofs,1127990.67,0.00,30.00,2.55,0.00,27.81,5,6,10,roofs_top,srf237
srf238,B051,top,0,601245.22,15336576.58,20.01,0.00,0.00,1.00,100.00,roofs,1128180.44,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf238
srf239,B051,top,0,601245.22,15336586.58,20.01,0.00,0.00,1.00,100.00,roofs,1128231.49,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf239
srf240,B051,top,0,601245.22,15336596.58,20.01,0.00,0.00,1.00,100.00,roofs,1128793.86,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf240
srf241,B051,top,0,601245.22,15336606.58,20.01,0.00,0.00,1.00,100.00,roofs,1132240.92,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf241
srf242,B051,top,0,601245.22,15336616.58,20.01,0.00,0.00,1.00,100.00,roofs,1132312.47,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf242
srf243,B051,top,0,601245.22,15336624.64,20.01,0.00,0.00,1.00,56.66,roofs,1132314.54,0.00,30.00,2.55,0.00,21.16,5,6,10,roofs_top,srf243
srf244,B051,top,0,601235.22,15336568.07,20.01,0.00,0.00,1.00,66.01,roofs,1130415.77,0.00,30.00,2.55,0.00,24.66,5,6,10,roofs_top,srf244
srf245,B051,top,0,601235.22,15336576.58,20.01,0.00,0.00,1.00,100.00,roofs,1130462.05,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf245
srf246,B051,top,0,601235.22,15336586.58,20.01,0.00,0.00,1.00,100.00,roofs,1130785.79,0.00,30.00,2.55,0.00,37.36,5,6,10,roofs_top,srf246
srf247,B051,top,0,601235.22,15336596.58,20.01,0.00,0.00,1.00,97.72,roofs,1131345.51,0.00,30.00,2.55,0.00,36.51,5,6,10,roofs_top,srf247
srf248,B051,top,0,601235.52,15336606.58,20.01,0.00,0.00,1.00,90.13,roofs,1131227.81,0.00,30.00,2.55,0.00,33.67,5,6,10,roofs_top,srf248
srf249,B051,top,0,601235.91,15336616.58,20.01,0.00,0.00,1.00,82.32,roofs,1131722.43,0.00,30.00,2.55,0.00,30.75,5,6,10,roofs_top,srf249
srf250,B051,top,0,601236.30,15336624.98,20.01,0.00,0.00,1.00,49.02,roofs,1131912.45,0.00,30.00,2.55,0.00,18.31,5,6,10,roofs_top,srf250
srf251,B051,top,0,601229.11,15336568.49,20.01,0.00,0.00,1.00,12.07,roofs,1130459.31,0.00,30.00,2.55,0.00,4.51,5,6,10,roofs_top,srf251
srf252,B051,top,0,601229.35,15336576.58,20.01,0.00,0.00,1.00,13.56,roofs,1130405.43,0.00,30.00,2.55,0.00,5.07,5,6,10,roofs_top,srf252
srf253,B051,top,0,601229.74,15336586.58,20.01,0.00,0.00,1.00,5.75,roofs,1130205.69,0.00,30.00,2.55,0.00,2.15,5,6,10,roofs_top,srf253
srf254,B051,top,0,601230.13,15336592.76,20.01,0.00,0.00,1.00,0.22,roofs,1130755.66,0.00,30.00,2.55,0.00,0.08,5,6,10,roofs_top,srf254
